"Park name","System","Implementing agency","Unit type","Core park","Season","Vehicle visits"
"Bend in the River Park (GRPC)","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2020",9221
"Bend in the River Park (GRPC)","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2021",5489
"Bend in the River Park (GRPC)","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",4051
"Bend in the River Park (GRPC)","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",2213
"Bend in the River Park (GRPC)","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",1776
"Bend in the River Park (GRPC)","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",3231
"Bend in the River Park (GRPC)","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",530
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2018",12767
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2019",17553
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2020",33767
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2021",29079
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2018",11376
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2019",20832
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2020",23044
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2021",39878
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2018",30345
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2019",51243
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2020",70936
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2021",77530
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",4201
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",3886
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",4870
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",7423
"Bertram Chain of Lakes","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",2064
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Fall-2018",5408
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Fall-2019",3837
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Fall-2020",5627
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Fall-2021",4107
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Spring-2018",14793
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Spring-2019",13558
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Spring-2020",5811
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Spring-2021",9703
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Summer-2018",19909
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Summer-2019",23107
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Summer-2020",23668
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Summer-2021",23765
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2018",3185
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2019",1886
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2020",1645
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2021",3059
"Big Bog","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2022",1136
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2018",4501
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2019",7701
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2020",4329
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2021",6791
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2018",5316
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2019",3425
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2020",3931
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2021",9946
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2018",5724
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2019",6112
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2020",6110
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2021",8617
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",5290
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",3591
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",5834
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",7551
"Big Elk Lake County park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",1714
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2018",3854
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2019",2687
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2020",3498
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2021",3990
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2018",3958
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2019",2931
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2020",3419
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2021",5440
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2018",8430
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2019",8382
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2020",9444
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2021",11212
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",2313
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",850
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",613
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",2178
"Big Falls Campground and Horse Camp","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",203
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Fall-2018",4422
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Fall-2019",3532
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Fall-2020",5127
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Fall-2021",4138
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Spring-2018",6889
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Spring-2019",5804
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Spring-2020",7601
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Spring-2021",8509
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Summer-2018",24227
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Summer-2019",30694
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Summer-2020",38623
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Summer-2021",27025
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Winter-2018",1201
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Winter-2019",547
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Winter-2020",1796
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Winter-2021",1148
"Big Marine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Winter-2022",195
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",4568
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",4527
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",4496
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",7904
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",5078
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",3622
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",3423
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",6127
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",11063
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",12728
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",12418
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",10523
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",2045
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",1586
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",1971
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",1286
"Big Stone Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",1035
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",9719
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",7136
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",11087
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",6651
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",6418
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",7323
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",10885
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",10150
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",28314
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",26070
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",28686
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",19272
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",1816
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",3077
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",1443
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",2185
"Blue Mounds","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",384
"Bluffs Traverse","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2018",58255
"Bluffs Traverse","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2019",87354
"Bluffs Traverse","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2020",83673
