park_name,System,Implementing agency.x,Unit type,Core park.x,Season,Vehicle visits,season,year,vehicle_visits,yearly_total,park_system,Implementing agency.y,unit_type,Core park.y
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Spring-2021,56635,Spring,2021,56635,169620,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Summer-2018,53998,Summer,2018,53998,109015,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Summer-2019,66031,Summer,2019,66031,134945,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Summer-2020,94954,Summer,2020,94954,212646,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Summer-2021,69385,Summer,2021,69385,169620,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Winter-2018,8416,Winter,2018,8416,109015,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Winter-2019,8763,Winter,2019,8763,134945,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Winter-2020,11710,Winter,2020,11710,212646,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Winter-2021,17232,Winter,2021,17232,169620,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Winter-2022,1940,Winter,2022,1940,1940,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Fall-2018,6893,Fall,2018,6893,26204,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Fall-2019,6194,Fall,2019,6194,32438,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Fall-2020,14773,Fall,2020,14773,75698,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Fall-2021,13994,Fall,2021,13994,57382,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Spring-2018,4270,Spring,2018,4270,26204,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Spring-2019,8405,Spring,2019,8405,32438,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Spring-2020,27818,Spring,2020,27818,75698,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Spring-2021,14805,Spring,2021,14805,57382,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Summer-2018,12457,Summer,2018,12457,26204,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Summer-2019,11574,Summer,2019,11574,32438,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Summer-2020,23220,Summer,2020,23220,75698,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Summer-2021,15140,Summer,2021,15140,57382,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Winter-2018,2584,Winter,2018,2584,26204,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Winter-2019,6265,Winter,2019,6265,32438,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Winter-2020,9887,Winter,2020,9887,75698,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Winter-2021,13443,Winter,2021,13443,57382,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Cottage Grove Ravine,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE,Winter-2022,1896,Winter,2022,1896,1896,Metropolitan Regional Park System,Washington County Parks,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2018,17550,Fall,2018,17550,46721,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2019,13837,Fall,2019,13837,68205,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2020,31319,Fall,2020,31319,114026,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2021,27753,Fall,2021,27753,110458,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2018,9945,Spring,2018,9945,46721,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2019,18315,Spring,2019,18315,68205,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2020,34960,Spring,2020,34960,114026,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2021,29198,Spring,2021,29198,110458,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2018,15491,Summer,2018,15491,46721,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2019,23982,Summer,2019,23982,68205,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2020,34259,Summer,2020,34259,114026,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2021,26713,Summer,2021,26713,110458,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2018,3735,Winter,2018,3735,46721,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2019,12071,Winter,2019,12071,68205,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2020,13488,Winter,2020,13488,114026,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2021,26794,Winter,2021,26794,110458,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow-Hassan,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2022,4251,Winter,2022,4251,4251,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Fall-2018,7217,Fall,2018,7217,30203,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Fall-2019,5975,Fall,2019,5975,25479,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Fall-2020,9592,Fall,2020,9592,35614,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Fall-2021,7664,Fall,2021,7664,27230,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Spring-2018,3487,Spring,2018,3487,30203,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Spring-2019,3149,Spring,2019,3149,25479,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Spring-2020,7135,Spring,2020,7135,35614,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Spring-2021,5953,Spring,2021,5953,27230,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2018,17540,Summer,2018,17540,30203,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2019,15659,Summer,2019,15659,25479,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2020,17946,Summer,2020,17946,35614,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2021,12241,Summer,2021,12241,27230,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2018,1959,Winter,2018,1959,30203,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2019,696,Winter,2019,696,25479,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2020,941,Winter,2020,941,35614,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2021,1372,Winter,2021,1372,27230,Department of Natural Resources State Park,DNR,State Park,TRUE
Crow Wing,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2022,260,Winter,2022,260,260,Department of Natural Resources State Park,DNR,State Park,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Fall-2018,22196,Fall,2018,22196,99294,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Fall-2019,32883,Fall,2019,32883,177087,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Fall-2020,31512,Fall,2020,31512,205619,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Fall-2021,24102,Fall,2021,24102,150719,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Spring-2018,8290,Spring,2018,8290,99294,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Spring-2019,20300,Spring,2019,20300,177087,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Spring-2020,30332,Spring,2020,30332,205619,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Spring-2021,26610,Spring,2021,26610,150719,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Summer-2018,62512,Summer,2018,62512,99294,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Summer-2019,106153,Summer,2019,106153,177087,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Summer-2020,132598,Summer,2020,132598,205619,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Summer-2021,87178,Summer,2021,87178,150719,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Winter-2018,6296,Winter,2018,6296,99294,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Winter-2019,17751,Winter,2019,17751,177087,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Winter-2020,11177,Winter,2020,11177,205619,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Winter-2021,12829,Winter,2021,12829,150719,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Cuyuna Country,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE,Winter-2022,909,Winter,2022,909,909,Department of Natural Resources State Park,DNR,State Recreation Area,TRUE
Detroit Mountain Recreational Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2018,10479,Fall,2018,10479,64637,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
